1;2;;;3;4;4a;4b;5;5a;5b;6;6a;6b;7;7a;7b;8;8a;8b;9;9a;9b;10;10a;10b;11;11a;11b;12;12a;12b;13;13a;13b;14;14a;14b;15;15a;15b;16;16a;16b;17;17a;17b;18;18a;18b;19;19a;19b;20;20a;20b;21;21a;21b;22;22a;22b;23;23a;23b;24;24a;24b
Schluesselzahl der Tat;Straftat;Gemeindeschlüssel;Stadt;Fallstatus;Opfer insgesamt - Anzahl;Opfer insgesamt männlich- Anzahl;Opfer insgesamt weiblich- Anzahl;Kinder bis unter 6 Jahre - Anzahl;Kinder bis unter 6 Jahre männlich- Anzahl;Kinder bis unter 6 Jahre weiblich - Anzahl;Kinder 6 bis unter 8 Jahre Anzahl;Kinder 6 bis unter 8 Jahre männlich - Anzahl;Kinder 6 bis unter 8 Jahre weiblich - Anzahl;Kinder 8 bis unter 10 Jahre - Anzahl;Kinder 8 bis unter 10 Jahre männlich - Anzahl;Kinder 8 bis unter 10 Jahre weiblich - Anzahl;Kinder 10 bis unter 12 Jahre - Anzahl;Kinder 10 bis unter 12 Jahre männlich- Anzahl;Kinder 10 bis unter 12 Jahre weiblich - Anzahl;Kinder 12 bis unter 14 Jahre - Anzahl;Kinder 12 bis unter 14 Jahre männlich - Anzahl;Kinder 12 bis unter 14 Jahre weiblich - Anzahl;Kinder bis unter 14 Jahre insgesamt;Kinder bis unter 14 Jahre insgesamt männlich;Kinder bis unter 14 Jahre insgesamt weiblich;Jugendliche 14 bis unter 16 Jahre - Anzahl;Jugendliche 14 bis unter 16 Jahre männlich - Anzahl;Jugendliche 14 bis unter 16 Jahre weiblich - Anzahl;Jugendliche 16 bis unter 18 Jahre - Anzahl;Jugendliche 16 bis unter 18 Jahre männlich - Anzahl;Jugendliche 16 bis unter 18 Jahre weiblich - Anzahl;Jugendliche 14 bis unter 18 Jahre insgesamt;Jugendliche 14 bis unter 18 Jahre insgesamt - männlich;Jugendliche 14 bis unter 18 Jahre insgesamt - weiblich;Heranwachsende 18 bis unter 21 Jahre - Anzahl;Heranwachsende 18 bis unter 21 Jahre männlich - Anzahl;Heranwachsende 18 bis unter 21 Jahre weiblich - Anzahl;Opfer insgesamt unter 21 Jahre;Opfer insgesamt unter 21 Jahre - männlich;Opfer insgesamt unter 21 Jahre - weiblich;Erwachsene 21 bis unter 23 Jahre - Anzahl;Erwachsene 21 bis unter 23 Jahre männlich - Anzahl;Erwachsene 21 bis unter 23 Jahre weiblich - Anzahl;Erwachsene 23 bis unter 25 Jahre - Anzahl;Erwachsene 23 bis unter 25 Jahre männlich- Anzahl;Erwachsene 23 bis unter 25 Jahre weiblich - Anzahl;Erwachsene 21 bis unter 25 Jahre;Erwachsene 21 bis unter 25 Jahre - männlich;Erwachsene 21 bis unter 25 Jahre - weiblich;Erwachsene 25 bis unter 30 Jahre;Erwachsene 25 bis unter 30 Jahre - männlich;Erwachsene 25 bis unter 30 Jahre - weiblich;Erwachsene 30 bis unter 40 Jahre;Erwachsene 30 bis unter 40 Jahre - männlich;Erwachsene 30 bis unter 40 Jahre - weiblich;Erwachsene 40 bis unter 50 Jahre;Erwachsene 40 bis unter 50 Jahre - männlich;Erwachsene 40 bis unter 50 Jahre - weiblich;Erwachsene 50 bis unter 60 Jahre;Erwachsene 50 bis unter 60 Jahre - männlich;Erwachsene 50 bis unter 60 Jahre - weiblich;Erwachsene 60 Jahre und aelter;Erwachsene 60 Jahre und aelter - männlich;Erwachsene 60 Jahre und aelter - weiblich;Erwachsene ab 21 Jahre;Erwachsene ab 21 Jahre - männlich;Erwachsene ab 21 Jahre - weiblich
------;Straftaten insgesamt;5913000;Dortmund;voll.;10792;6471;4321;60;32;28;35;21;14;65;36;29;123;80;43;209;113;96;492;282;210;319;163;156;485;276;209;804;439;365;1045;628;417;2341;1349;992;692;414;278;720;440;280;1412;854;558;1755;1075;680;2279;1365;914;1553;953;600;881;560;321;571;315;256;8451;5122;3329
------;Straftaten insgesamt;5913000;Dortmund;vers.;840;570;270;4;1;3;2;2;0;9;4;5;7;4;3;10;6;4;32;17;15;19;10;9;24;15;9;43;25;18;81;51;30;156;93;63;58;41;17;98;77;21;156;118;38;134;105;29;171;121;50;99;60;39;63;39;24;61;34;27;684;477;207
------;Straftaten insgesamt;5913000;Dortmund;insg.;11632;7041;4591;64;33;31;37;23;14;74;40;34;130;84;46;219;119;100;524;299;225;338;173;165;509;291;218;847;464;383;1126;679;447;2497;1442;1055;750;455;295;818;517;301;1568;972;596;1889;1180;709;2450;1486;964;1652;1013;639;944;599;345;632;349;283;9135;5599;3536
------;Straftaten insgesamt;14612000;Dresden;voll.;5289;3281;2008;76;47;29;61;22;39;47;23;24;84;52;32;112;64;48;380;208;172;141;74;67;185;116;69;326;190;136;363;214;149;1069;612;457;244;142;102;409;264;145;653;406;247;868;526;342;1227;800;427;722;487;235;440;272;168;310;178;132;4220;2669;1551
------;Straftaten insgesamt;14612000;Dresden;vers.;385;269;116;5;4;1;4;2;2;8;4;4;8;5;3;11;6;5;36;21;15;12;8;4;11;9;2;23;17;6;26;18;8;85;56;29;10;7;3;23;16;7;33;23;10;62;48;14;91;63;28;64;47;17;29;22;7;21;10;11;300;213;87
------;Straftaten insgesamt;14612000;Dresden;insg.;5674;3550;2124;81;51;30;65;24;41;55;27;28;92;57;35;123;70;53;416;229;187;153;82;71;196;125;71;349;207;142;389;232;157;1154;668;486;254;149;105;432;280;152;686;429;257;930;574;356;1318;863;455;786;534;252;469;294;175;331;188;143;4520;2882;1638
------;Straftaten insgesamt;5112000;Duisburg;voll.;7182;3800;3382;53;29;24;37;23;14;57;40;17;121;79;42;243;145;98;511;316;195;247;132;115;289;165;124;536;297;239;623;337;286;1670;950;720;461;213;248;448;242;206;909;455;454;929;465;464;1445;707;738;1177;641;536;658;379;279;394;203;191;5512;2850;2662
------;Straftaten insgesamt;5112000;Duisburg;vers.;525;336;189;1;1;0;2;1;1;2;1;1;10;8;2;14;9;5;29;20;9;15;12;3;27;14;13;42;26;16;33;20;13;104;66;38;28;18;10;27;13;14;55;31;24;83;60;23;114;80;34;75;43;32;46;33;13;48;23;25;421;270;151
------;Straftaten insgesamt;5112000;Duisburg;insg.;7707;4136;3571;54;30;24;39;24;15;59;41;18;131;87;44;257;154;103;540;336;204;262;144;118;316;179;137;578;323;255;656;357;299;1774;1016;758;489;231;258;475;255;220;964;486;478;1012;525;487;1559;787;772;1252;684;568;704;412;292;442;226;216;5933;3120;2813
------;Straftaten insgesamt;5111000;Düsseldorf;voll.;9617;5948;3669;45;21;24;29;15;14;40;23;17;125;68;57;193;109;84;432;236;196;265;146;119;374;203;171;639;349;290;898;559;339;1969;1144;825;681;432;249;664;407;257;1345;839;506;1482;920;562;2065;1308;757;1414;887;527;847;569;278;495;281;214;7648;4804;2844
------;Straftaten insgesamt;5111000;Düsseldorf;vers.;648;439;209;2;2;0;1;0;1;6;3;3;11;9;2;20;10;10;40;24;16;8;5;3;14;7;7;22;12;10;54;35;19;116;71;45;36;24;12;44;27;17;80;51;29;97;65;32;129;93;36;112;86;26;69;48;21;45;25;20;532;368;164
------;Straftaten insgesamt;5111000;Düsseldorf;insg.;10265;6387;3878;47;23;24;30;15;15;46;26;20;136;77;59;213;119;94;472;260;212;273;151;122;388;210;178;661;361;300;952;594;358;2085;1215;870;717;456;261;708;434;274;1425;890;535;1579;985;594;2194;1401;793;1526;973;553;916;617;299;540;306;234;8180;5172;3008
------;Straftaten insgesamt;16051000;Erfurt;voll.;3728;2304;1424;42;19;23;26;17;9;54;30;24;91;51;40;173;84;89;386;201;185;136;69;67;145;87;58;281;156;125;253;153;100;920;510;410;198;136;62;281;192;89;479;328;151;584;383;201;782;510;272;487;290;197;278;166;112;198;117;81;2808;1794;1014
------;Straftaten insgesamt;16051000;Erfurt;vers.;166;114;52;2;1;1;1;0;1;2;2;0;5;4;1;8;8;0;18;15;3;3;2;1;5;3;2;8;5;3;6;3;3;32;23;9;12;7;5;19;13;6;31;20;11;22;16;6;39;27;12;19;12;7;9;7;2;14;9;5;134;91;43
------;Straftaten insgesamt;16051000;Erfurt;insg.;3894;2418;1476;44;20;24;27;17;10;56;32;24;96;55;41;181;92;89;404;216;188;139;71;68;150;90;60;289;161;128;259;156;103;952;533;419;210;143;67;300;205;95;510;348;162;606;399;207;821;537;284;506;302;204;287;173;114;212;126;86;2942;1885;1057
------;Straftaten insgesamt;9562000;Erlangen;voll.;1139;741;398;10;3;7;6;2;4;5;3;2;8;5;3;29;14;15;58;27;31;41;19;22;58;27;31;99;46;53;128;84;44;285;157;128;97;59;38;93;66;27;190;125;65;180;139;41;183;123;60;174;122;52;80;51;29;47;24;23;854;584;270
------;Straftaten insgesamt;9562000;Erlangen;vers.;112;87;25;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;2;0;2;9;6;3;4;3;1;13;9;4;6;6;0;21;15;6;13;8;5;10;8;2;23;16;7;21;18;3;20;18;2;16;13;3;8;6;2;3;1;2;91;72;19
------;Straftaten insgesamt;9562000;Erlangen;insg.;1251;828;423;10;3;7;7;2;5;6;3;3;8;5;3;29;14;15;60;27;33;50;25;25;62;30;32;112;55;57;134;90;44;306;172;134;110;67;43;103;74;29;213;141;72;201;157;44;203;141;62;190;135;55;88;57;31;50;25;25;945;656;289
------;Straftaten insgesamt;5113000;Essen;voll.;6649;3653;2996;57;37;20;34;22;12;35;19;16;89;47;42;197;110;87;412;235;177;247;122;125;309;176;133;556;298;258;524;269;255;1492;802;690;393;209;184;381;205;176;774;414;360;930;483;447;1360;728;632;1046;618;428;645;397;248;402;211;191;5157;2851;2306
------;Straftaten insgesamt;5113000;Essen;vers.;395;260;135;2;2;0;4;3;1;3;2;1;7;4;3;11;6;5;27;17;10;14;8;6;16;9;7;30;17;13;28;18;10;85;52;33;15;11;4;25;17;8;40;28;12;49;35;14;84;60;24;60;44;16;41;28;13;36;13;23;310;208;102
------;Straftaten insgesamt;5113000;Essen;insg.;7044;3913;3131;59;39;20;38;25;13;38;21;17;96;51;45;208;116;92;439;252;187;261;130;131;325;185;140;586;315;271;552;287;265;1577;854;723;408;220;188;406;222;184;814;442;372;979;518;461;1444;788;656;1106;662;444;686;425;261;438;224;214;5467;3059;2408
------;Straftaten insgesamt;6412000;Frankfurt am Main;voll.;10516;6531;3985;62;38;24;28;15;13;36;22;14;95;52;43;142;75;67;363;202;161;212;128;84;313;196;117;525;324;201;759;467;292;1647;993;654;607;338;269;747;453;294;1354;791;563;1797;1153;644;2575;1608;967;1652;1060;592;879;583;296;612;343;269;8869;5538;3331
------;Straftaten insgesamt;6412000;Frankfurt am Main;vers.;991;707;284;7;5;2;4;3;1;3;2;1;6;3;3;10;8;2;30;21;9;22;15;7;33;21;12;55;36;19;64;38;26;149;95;54;47;32;15;56;39;17;103;71;32;182;138;44;210;155;55;172;132;40;111;78;33;64;38;26;842;612;230
------;Straftaten insgesamt;6412000;Frankfurt am Main;insg.;11507;7238;4269;69;43;26;32;18;14;39;24;15;101;55;46;152;83;69;393;223;170;234;143;91;346;217;129;580;360;220;823;505;318;1796;1088;708;654;370;284;803;492;311;1457;862;595;1979;1291;688;2785;1763;1022;1824;1192;632;990;661;329;676;381;295;9711;6150;3561
------;Straftaten insgesamt;8311000;Freiburg im Breisgau;voll.;4062;2706;1356;39;23;16;16;5;11;19;10;9;32;18;14;154;120;34;260;176;84;127;80;47;206;136;70;333;216;117;458;311;147;1051;703;348;262;170;92;289;195;94;551;365;186;590;414;176;764;522;242;579;362;217;339;237;102;188;103;85;3011;2003;1008
------;Straftaten insgesamt;8311000;Freiburg im Breisgau;vers.;413;296;117;3;2;1;1;0;1;1;1;0;0;0;0;10;3;7;15;6;9;10;7;3;8;6;2;18;13;5;44;25;19;77;44;33;22;16;6;35;22;13;57;38;19;62;48;14;114;91;23;53;38;15;31;22;9;19;15;4;336;252;84
------;Straftaten insgesamt;8311000;Freiburg im Breisgau;insg.;4475;3002;1473;42;25;17;17;5;12;20;11;9;32;18;14;164;123;41;275;182;93;137;87;50;214;142;72;351;229;122;502;336;166;1128;747;381;284;186;98;324;217;107;608;403;205;652;462;190;878;613;265;632;400;232;370;259;111;207;118;89;3347;2255;1092
------;Straftaten insgesamt;9563000;Fürth;voll.;938;544;394;12;5;7;4;1;3;8;6;2;24;13;11;24;13;11;72;38;34;23;11;12;51;35;16;74;46;28;90;51;39;236;135;101;46;33;13;73;45;28;119;78;41;119;68;51;203;111;92;136;77;59;81;47;34;44;28;16;702;409;293
------;Straftaten insgesamt;9563000;Fürth;vers.;104;64;40;0;0;0;2;2;0;0;0;0;4;2;2;2;2;0;8;6;2;1;1;0;4;3;1;5;4;1;5;4;1;18;14;4;5;3;2;10;8;2;15;11;4;18;13;5;20;10;10;16;9;7;10;4;6;7;3;4;86;50;36
------;Straftaten insgesamt;9563000;Fürth;insg.;1042;608;434;12;5;7;6;3;3;8;6;2;28;15;13;26;15;11;80;44;36;24;12;12;55;38;17;79;50;29;95;55;40;254;149;105;51;36;15;83;53;30;134;89;45;137;81;56;223;121;102;152;86;66;91;51;40;51;31;20;788;459;329
------;Straftaten insgesamt;5513000;Gelsenkirchen;voll.;4387;2325;2062;38;23;15;31;16;15;36;16;20;62;39;23;141;71;70;308;165;143;173;105;68;217;110;107;390;215;175;374;191;183;1072;571;501;254;133;121;287;143;144;541;276;265;518;258;260;892;470;422;705;359;346;423;267;156;236;124;112;3315;1754;1561
------;Straftaten insgesamt;5513000;Gelsenkirchen;vers.;288;174;114;1;1;0;0;0;0;3;2;1;10;8;2;6;1;5;20;12;8;14;11;3;13;7;6;27;18;9;18;12;6;65;42;23;17;11;6;11;7;4;28;18;10;31;17;14;61;42;19;45;26;19;32;17;15;26;12;14;223;132;91
------;Straftaten insgesamt;5513000;Gelsenkirchen;insg.;4675;2499;2176;39;24;15;31;16;15;39;18;21;72;47;25;147;72;75;328;177;151;187;116;71;230;117;113;417;233;184;392;203;189;1137;613;524;271;144;127;298;150;148;569;294;275;549;275;274;953;512;441;750;385;365;455;284;171;262;136;126;3538;1886;1652
------;Straftaten insgesamt;3152012;Göttingen;voll.;1940;1230;710;18;9;9;12;8;4;15;10;5;15;5;10;40;27;13;100;59;41;62;39;23;74;43;31;136;82;54;192;135;57;428;276;152;167;119;48;139;94;45;306;213;93;259;171;88;384;204;180;281;185;96;180;117;63;102;64;38;1512;954;558
------;Straftaten insgesamt;3152012;Göttingen;vers.;193;127;66;2;1;1;0;0;0;1;1;0;1;0;1;2;2;0;6;4;2;4;3;1;5;3;2;9;6;3;10;7;3;25;17;8;9;5;4;13;9;4;22;14;8;24;12;12;42;28;14;33;19;14;33;28;5;14;9;5;168;110;58
------;Straftaten insgesamt;3152012;Göttingen;insg.;2133;1357;776;20;10;10;12;8;4;16;11;5;16;5;11;42;29;13;106;63;43;66;42;24;79;46;33;145;88;57;202;142;60;453;293;160;176;124;52;152;103;49;328;227;101;283;183;100;426;232;194;314;204;110;213;145;68;116;73;43;1680;1064;616
------;Straftaten insgesamt;5914000;Hagen;voll.;2388;1340;1048;24;14;10;10;5;5;24;16;8;43;31;12;88;49;39;189;115;74;104;49;55;123;62;61;227;111;116;261;148;113;677;374;303;150;82;68;162;80;82;312;162;150;275;140;135;427;236;191;349;204;145;213;140;73;135;84;51;1711;966;745
------;Straftaten insgesamt;5914000;Hagen;vers.;123;70;53;0;0;0;0;0;0;4;1;3;1;1;0;2;1;1;7;3;4;3;2;1;6;3;3;9;5;4;8;6;2;24;14;10;8;4;4;13;7;6;21;11;10;12;5;7;28;15;13;21;16;5;13;8;5;4;1;3;99;56;43
------;Straftaten insgesamt;5914000;Hagen;insg.;2511;1410;1101;24;14;10;10;5;5;28;17;11;44;32;12;90;50;40;196;118;78;107;51;56;129;65;64;236;116;120;269;154;115;701;388;313;158;86;72;175;87;88;333;173;160;287;145;142;455;251;204;370;220;150;226;148;78;139;85;54;1810;1022;788
------;Straftaten insgesamt;15002000;Halle (Saale);voll.;4068;2399;1669;58;30;28;40;21;19;64;36;28;89;52;37;133;59;74;384;198;186;144;73;71;184;114;70;328;187;141;274;143;131;986;528;458;226;124;102;263;161;102;489;285;204;612;397;215;806;471;335;591;389;202;405;242;163;179;87;92;3082;1871;1211
------;Straftaten insgesamt;15002000;Halle (Saale);vers.;320;236;84;2;1;1;3;3;0;6;4;2;6;1;5;10;6;4;27;15;12;7;4;3;11;8;3;18;12;6;24;16;8;69;43;26;16;12;4;13;11;2;29;23;6;40;33;7;68;57;11;53;38;15;39;26;13;22;16;6;251;193;58
------;Straftaten insgesamt;15002000;Halle (Saale);insg.;4388;2635;1753;60;31;29;43;24;19;70;40;30;95;53;42;143;65;78;411;213;198;151;77;74;195;122;73;346;199;147;298;159;139;1055;571;484;242;136;106;276;172;104;518;308;210;652;430;222;874;528;346;644;427;217;444;268;176;201;103;98;3333;2064;1269
------;Straftaten insgesamt;2000000;Hamburg;voll.;34099;20991;13108;218;121;97;224;139;85;400;245;155;528;349;179;917;568;349;2287;1422;865;1079;643;436;1436;906;530;2515;1549;966;2868;1774;1094;7670;4745;2925;1906;1150;756;2133;1282;851;4039;2432;1607;4707;2865;1842;7614;4699;2915;5470;3401;2069;2997;1906;1091;1602;943;659;26429;16246;10183
------;Straftaten insgesamt;2000000;Hamburg;vers.;2202;1534;668;20;8;12;9;4;5;21;15;6;25;19;6;43;28;15;118;74;44;74;50;24;84;57;27;158;107;51;146;85;61;422;266;156;104;77;27;116;87;29;220;164;56;346;254;92;545;392;153;348;255;93;194;126;68;127;77;50;1780;1268;512
------;Straftaten insgesamt;2000000;Hamburg;insg.;36301;22525;13776;238;129;109;233;143;90;421;260;161;553;368;185;960;596;364;2405;1496;909;1153;693;460;1520;963;557;2673;1656;1017;3014;1859;1155;8092;5011;3081;2010;1227;783;2249;1369;880;4259;2596;1663;5053;3119;1934;8159;5091;3068;5818;3656;2162;3191;2032;1159;1729;1020;709;28209;17514;10695
------;Straftaten insgesamt;5915000;Hamm;voll.;2161;1227;934;16;6;10;10;7;3;17;11;6;31;22;9;57;27;30;131;73;58;88;41;47;102;63;39;190;104;86;226;132;94;547;309;238;179;92;87;123;71;52;302;163;139;246;147;99;442;244;198;333;203;130;187;109;78;104;52;52;1614;918;696
------;Straftaten insgesamt;5915000;Hamm;vers.;120;69;51;1;1;0;0;0;0;0;0;0;3;1;2;1;0;1;5;2;3;7;3;4;11;7;4;18;10;8;13;6;7;36;18;18;5;3;2;6;3;3;11;6;5;12;3;9;21;14;7;22;18;4;13;6;7;5;4;1;84;51;33
------;Straftaten insgesamt;5915000;Hamm;insg.;2281;1296;985;17;7;10;10;7;3;17;11;6;34;23;11;58;27;31;136;75;61;95;44;51;113;70;43;208;114;94;239;138;101;583;327;256;184;95;89;129;74;55;313;169;144;258;150;108;463;258;205;355;221;134;200;115;85;109;56;53;1698;969;729
------;Straftaten insgesamt;3241001;Hannover;voll.;11133;6969;4164;90;48;42;43;29;14;72;46;26;129;86;43;177;104;73;511;313;198;323;177;146;480;264;216;803;441;362;1135;732;403;2449;1486;963;796;511;285;782;448;334;1578;959;619;1701;1098;603;2411;1579;832;1607;1012;595;884;559;325;503;276;227;8684;5483;3201
------;Straftaten insgesamt;3241001;Hannover;vers.;1003;720;283;7;5;2;3;3;0;2;2;0;10;9;1;13;12;1;35;31;4;17;15;2;24;15;9;41;30;11;57;33;24;133;94;39;58;33;25;61;38;23;119;71;48;193;148;45;252;191;61;176;135;41;82;61;21;48;20;28;870;626;244
------;Straftaten insgesamt;3241001;Hannover;insg.;12136;7689;4447;97;53;44;46;32;14;74;48;26;139;95;44;190;116;74;546;344;202;340;192;148;504;279;225;844;471;373;1192;765;427;2582;1580;1002;854;544;310;843;486;357;1697;1030;667;1894;1246;648;2663;1770;893;1783;1147;636;966;620;346;551;296;255;9554;6109;3445
------;Straftaten insgesamt;8221000;Heidelberg;voll.;1466;946;520;19;11;8;9;3;6;9;5;4;14;11;3;30;15;15;81;45;36;39;22;17;91;59;32;130;81;49;145;88;57;356;214;142;128;100;28;120;86;34;248;186;62;211;134;77;251;163;88;200;129;71;124;73;51;76;47;29;1110;732;378
------;Straftaten insgesamt;8221000;Heidelberg;vers.;104;82;22;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;1;1;0;0;0;2;1;1;8;5;3;11;6;5;8;7;1;5;5;0;13;12;1;17;14;3;29;23;6;18;13;5;8;7;1;8;7;1;93;76;17
------;Straftaten insgesamt;8221000;Heidelberg;insg.;1570;1028;542;19;11;8;9;3;6;9;5;4;14;11;3;31;15;16;82;45;37;41;23;18;91;59;32;132;82;50;153;93;60;367;220;147;136;107;29;125;91;34;261;198;63;228;148;80;280;186;94;218;142;76;132;80;52;84;54;30;1203;808;395
------;Straftaten insgesamt;8121000;Heilbronn;voll.;1361;792;569;14;9;5;1;0;1;11;4;7;20;6;14;35;19;16;81;38;43;44;22;22;66;45;21;110;67;43;132;82;50;323;187;136;72;40;32;115;69;46;187;109;78;184;105;79;270;152;118;198;115;83;125;84;41;74;40;34;1038;605;433
------;Straftaten insgesamt;8121000;Heilbronn;vers.;59;37;22;1;0;1;0;0;0;0;0;0;0;0;0;2;2;0;3;2;1;1;1;0;0;0;0;1;1;0;6;3;3;10;6;4;2;0;2;4;3;1;6;3;3;6;5;1;15;7;8;12;8;4;6;6;0;4;2;2;49;31;18
------;Straftaten insgesamt;8121000;Heilbronn;insg.;1420;829;591;15;9;6;1;0;1;11;4;7;20;6;14;37;21;16;84;40;44;45;23;22;66;45;21;111;68;43;138;85;53;333;193;140;74;40;34;119;72;47;193;112;81;190;110;80;285;159;126;210;123;87;131;90;41;78;42;36;1087;636;451
------;Straftaten insgesamt;5916000;Herne;voll.;2088;1094;994;12;8;4;9;5;4;20;14;6;37;14;23;67;29;38;145;70;75;85;42;43;97;53;44;182;95;87;170;72;98;497;237;260;122;68;54;123;51;72;245;119;126;245;118;127;399;199;200;382;208;174;214;142;72;106;71;35;1591;857;734
------;Straftaten insgesamt;5916000;Herne;vers.;122;73;49;3;2;1;0;0;0;0;0;0;2;2;0;8;3;5;13;7;6;9;6;3;5;2;3;14;8;6;10;5;5;37;20;17;5;4;1;7;6;1;12;10;2;8;5;3;30;16;14;21;16;5;10;4;6;4;2;2;85;53;32
------;Straftaten insgesamt;5916000;Herne;insg.;2210;1167;1043;15;10;5;9;5;4;20;14;6;39;16;23;75;32;43;158;77;81;94;48;46;102;55;47;196;103;93;180;77;103;534;257;277;127;72;55;130;57;73;257;129;128;253;123;130;429;215;214;403;224;179;224;146;78;110;73;37;1676;910;766
------;Straftaten insgesamt;9161000;Ingolstadt;voll.;1997;1269;728;20;7;13;9;3;6;23;16;7;32;21;11;25;18;7;109;65;44;42;26;16;94;51;43;136;77;59;199;134;65;444;276;168;143;98;45;161;104;57;304;202;102;311;212;99;404;254;150;248;150;98;181;118;63;105;57;48;1553;993;560
------;Straftaten insgesamt;9161000;Ingolstadt;vers.;284;211;73;2;1;1;0;0;0;1;0;1;6;5;1;3;3;0;12;9;3;2;1;1;7;6;1;9;7;2;17;9;8;38;25;13;23;17;6;31;24;7;54;41;13;54;42;12;67;53;14;36;25;11;19;12;7;16;13;3;246;186;60
------;Straftaten insgesamt;9161000;Ingolstadt;insg.;2281;1480;801;22;8;14;9;3;6;24;16;8;38;26;12;28;21;7;121;74;47;44;27;17;101;57;44;145;84;61;216;143;73;482;301;181;166;115;51;192;128;64;358;243;115;365;254;111;471;307;164;284;175;109;200;130;70;121;70;51;1799;1179;620
------;Straftaten insgesamt;16053000;Jena;voll.;1205;765;440;15;7;8;5;3;2;10;4;6;18;8;10;28;11;17;76;33;43;39;24;15;34;18;16;73;42;31;72;43;29;221;118;103;63;43;20;125;81;44;188;124;64;215;137;78;274;180;94;163;111;52;86;61;25;58;34;24;984;647;337
------;Straftaten insgesamt;16053000;Jena;vers.;61;44;17;1;0;1;0;0;0;1;1;0;1;1;0;0;0;0;3;2;1;4;2;2;4;2;2;8;4;4;2;1;1;13;7;6;3;2;1;4;4;0;7;6;1;10;7;3;17;14;3;4;4;0;4;4;0;6;2;4;48;37;11
------;Straftaten insgesamt;16053000;Jena;insg.;1266;809;457;16;7;9;5;3;2;11;5;6;19;9;10;28;11;17;79;35;44;43;26;17;38;20;18;81;46;35;74;44;30;234;125;109;66;45;21;129;85;44;195;130;65;225;144;81;291;194;97;167;115;52;90;65;25;64;36;28;1032;684;348
------;Straftaten insgesamt;8212000;Karlsruhe;voll.;3078;1878;1200;21;13;8;20;5;15;22;6;16;39;20;19;74;32;42;176;76;100;73;22;51;97;58;39;170;80;90;316;195;121;662;351;311;198;136;62;227;148;79;425;284;141;478;323;155;642;375;267;419;257;162;275;174;101;177;114;63;2416;1527;889
------;Straftaten insgesamt;8212000;Karlsruhe;vers.;232;146;86;0;0;0;0;0;0;0;0;0;5;1;4;2;1;1;7;2;5;6;1;5;6;2;4;12;3;9;31;21;10;50;26;24;7;3;4;4;2;2;11;5;6;29;17;12;61;46;15;45;28;17;21;13;8;15;11;4;182;120;62
------;Straftaten insgesamt;8212000;Karlsruhe;insg.;3310;2024;1286;21;13;8;20;5;15;22;6;16;44;21;23;76;33;43;183;78;105;79;23;56;103;60;43;182;83;99;347;216;131;712;377;335;205;139;66;231;150;81;436;289;147;507;340;167;703;421;282;464;285;179;296;187;109;192;125;67;2598;1647;951
------;Straftaten insgesamt;6611000;Kassel;voll.;2481;1448;1033;19;13;6;10;7;3;28;17;11;19;13;6;45;23;22;121;73;48;67;29;38;119;67;52;186;96;90;245;125;120;552;294;258;161;96;65;151;98;53;312;194;118;354;190;164;537;323;214;372;232;140;213;140;73;141;75;66;1929;1154;775
------;Straftaten insgesamt;6611000;Kassel;vers.;196;128;68;1;0;1;0;0;0;0;0;0;3;1;2;7;4;3;11;5;6;6;2;4;7;4;3;13;6;7;25;23;2;49;34;15;6;5;1;16;10;6;22;15;7;23;15;8;36;22;14;33;21;12;21;14;7;12;7;5;147;94;53
------;Straftaten insgesamt;6611000;Kassel;insg.;2677;1576;1101;20;13;7;10;7;3;28;17;11;22;14;8;52;27;25;132;78;54;73;31;42;126;71;55;199;102;97;270;148;122;601;328;273;167;101;66;167;108;59;334;209;125;377;205;172;573;345;228;405;253;152;234;154;80;153;82;71;2076;1248;828
------;Straftaten insgesamt;1002000;Kiel;voll.;4019;2528;1491;27;14;13;14;5;9;32;20;12;37;25;12;76;38;38;186;102;84;110;62;48;179;102;77;289;164;125;418;255;163;893;521;372;288;184;104;325;218;107;613;402;211;648;426;222;763;457;306;597;406;191;327;214;113;178;102;76;3126;2007;1119
------;Straftaten insgesamt;1002000;Kiel;vers.;239;155;84;0;0;0;1;0;1;0;0;0;1;1;0;2;1;1;4;2;2;7;4;3;10;8;2;17;12;5;16;8;8;37;22;15;10;7;3;24;15;9;34;22;12;39;26;13;48;33;15;45;29;16;23;16;7;13;7;6;202;133;69
------;Straftaten insgesamt;1002000;Kiel;insg.;4258;2683;1575;27;14;13;15;5;10;32;20;12;38;26;12;78;39;39;190;104;86;117;66;51;189;110;79;306;176;130;434;263;171;930;543;387;298;191;107;349;233;116;647;424;223;687;452;235;811;490;321;642;435;207;350;230;120;191;109;82;3328;2140;1188
------;Straftaten insgesamt;7111000;Koblenz;voll.;2153;1422;731;8;6;2;10;7;3;15;10;5;24;8;16;43;21;22;100;52;48;78;43;35;97;61;36;175;104;71;261;187;74;536;343;193;169;125;44;154;97;57;323;222;101;384;258;126;439;306;133;237;142;95;146;98;48;88;53;35;1617;1079;538
