Schluesselzahl der Tat;Straftat;Gemeindeschlüssel;Stadt;Sexus;Tatverdaechtige insgesamt - Anzahl;Kinder bis unter 6 Jahre - Anzahl;Kinder 6 bis unter 8 Jahre Anzahl;Kinder 8 bis unter 10 Jahre - Anzahl;Kinder 10 bis unter 12 Jahre - Anzahl;Kinder 12 bis unter 14 Jahre - Anzahl;Kinder bis unter 14 Jahre insgesamt (Anzahl Spalte 5 bis 9);Jugendliche 14 bis unter 16 Jahre - Anzahl;Jugendliche 16 bis unter 18 Jahre - Anzahl;Jugendliche 14 bis unter 18 Jahre insgesamt (Anzahl Spalte 11 und 12);Heranwachsende 18 bis unter 21 Jahre - Anzahl;Tatverdaechtige insgesamt unter 21 Jahre (Anzahl Spalte 10, 13 und 14);Erwachsene 21 bis unter 23 Jahre - Anzahl;Erwachsene 23 bis unter 25 Jahre - Anzahl;Erwachsene 21 bis unter 25 Jahre (Anzahl Spalte 16 und 17);Erwachsene 25 bis unter 30 Jahre;Erwachsene 30 bis unter 40 Jahre;Erwachsene 40 bis unter 50 Jahre;Erwachsene 50 bis unter 60 Jahre;Erwachsene 60 Jahre und aelter;Erwachsene ab 21 Jahre (Anzahl Spalten 18 bis 23)
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;3241001;Hannover;M;1167;17;1;5;3;6;32;46;94;140;110;282;80;102;182;225;259;132;62;25;885
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;3241001;Hannover;W;551;16;4;1;3;3;27;18;21;39;26;92;19;29;48;110;151;61;48;41;459
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;3241001;Hannover;X;1718;33;5;6;6;9;59;64;115;179;136;374;99;131;230;335;410;193;110;66;1344
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;8221000;Heidelberg;M;58;0;0;0;0;0;0;0;0;0;5;5;6;8;14;13;14;8;3;1;53
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;8221000;Heidelberg;W;20;0;0;0;0;0;0;0;0;0;2;2;1;2;3;4;7;4;0;0;18
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;8221000;Heidelberg;X;78;0;0;0;0;0;0;0;0;0;7;7;7;10;17;17;21;12;3;1;71
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;8121000;Heilbronn;M;40;0;0;0;0;0;0;0;0;0;8;8;5;1;6;6;10;8;1;1;32
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;8121000;Heilbronn;W;8;0;0;0;0;0;0;0;1;1;1;2;0;0;0;3;2;1;0;0;6
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;8121000;Heilbronn;X;48;0;0;0;0;0;0;0;1;1;9;10;5;1;6;9;12;9;1;1;38
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5916000;Herne;M;19;0;0;0;0;0;0;0;0;0;0;0;2;3;5;4;7;3;0;0;19
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5916000;Herne;W;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;2
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5916000;Herne;X;21;0;0;0;0;0;0;0;0;0;0;0;3;3;6;4;8;3;0;0;21
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;9161000;Ingolstadt;M;105;0;0;0;0;0;0;2;17;19;8;27;5;10;15;25;24;13;1;0;78
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;9161000;Ingolstadt;W;16;0;0;0;0;0;0;0;0;0;3;3;1;2;3;6;3;1;0;0;13
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;9161000;Ingolstadt;X;121;0;0;0;0;0;0;2;17;19;11;30;6;12;18;31;27;14;1;0;91
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;16053000;Jena;M;31;0;0;0;1;0;1;1;2;3;5;9;2;6;8;5;6;2;1;0;22
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;16053000;Jena;W;5;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;2;0;0;4
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;16053000;Jena;X;36;0;0;0;1;0;1;1;2;3;6;10;2;6;8;5;8;4;1;0;26
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;8212000;Karlsruhe;M;494;7;4;1;0;3;15;11;30;41;54;110;45;53;98;101;129;34;15;7;384
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;8212000;Karlsruhe;W;115;14;2;1;2;0;19;1;7;8;9;36;11;6;17;13;28;13;8;0;79
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;8212000;Karlsruhe;X;609;21;6;2;2;3;34;12;37;49;63;146;56;59;115;114;157;47;23;7;463
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;6611000;Kassel;M;396;6;4;0;1;2;13;16;35;51;40;104;35;48;83;87;84;27;10;1;292
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;6611000;Kassel;W;54;2;2;1;2;1;8;1;4;5;9;22;5;1;6;6;15;0;5;0;32
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;6611000;Kassel;X;450;8;6;1;3;3;21;17;39;56;49;126;40;49;89;93;99;27;15;1;324
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;1002000;Kiel;M;128;4;1;0;1;0;6;4;19;23;11;40;5;12;17;29;32;7;3;0;88
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;1002000;Kiel;W;27;2;0;0;0;0;2;0;3;3;4;9;2;3;5;3;9;0;1;0;18
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;1002000;Kiel;X;155;6;1;0;1;0;8;4;22;26;15;49;7;15;22;32;41;7;4;0;106
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;7111000;Koblenz;M;113;0;0;0;0;0;0;5;7;12;14;26;8;12;20;30;26;8;3;0;87
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;7111000;Koblenz;W;23;0;0;1;1;0;2;0;0;0;1;3;1;0;1;4;9;4;1;1;20
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;7111000;Koblenz;X;136;0;0;1;1;0;2;5;7;12;15;29;9;12;21;34;35;12;4;1;107
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5315000;Köln;M;2790;6;3;3;1;6;19;140;280;420;404;843;208;255;463;564;566;204;104;46;1947
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5315000;Köln;W;1039;6;3;2;1;5;17;44;57;101;116;234;60;71;131;170;233;118;88;65;805
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5315000;Köln;X;3829;12;6;5;2;11;36;184;337;521;520;1077;268;326;594;734;799;322;192;111;2752
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5114000;Krefeld;M;24;0;0;1;0;0;1;1;0;1;0;2;2;1;3;5;5;7;2;0;22
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5114000;Krefeld;W;9;0;1;0;0;0;1;0;0;0;1;2;0;0;0;2;3;2;0;0;7
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5114000;Krefeld;X;33;0;1;1;0;0;2;1;0;1;1;4;2;1;3;7;8;9;2;0;29
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;14713000;Leipzig;M;359;7;3;4;1;1;16;4;13;17;42;75;31;37;68;82;106;22;4;2;284
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;14713000;Leipzig;W;62;3;2;1;0;2;8;0;0;0;3;11;3;5;8;11;16;13;2;1;51
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;14713000;Leipzig;X;421;10;5;5;1;3;24;4;13;17;45;86;34;42;76;93;122;35;6;3;335
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5316000;Leverkusen;M;37;0;0;0;0;0;0;1;5;6;2;8;3;1;4;7;7;10;1;0;29
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5316000;Leverkusen;W;22;0;0;0;0;0;0;2;3;5;1;6;2;2;4;3;5;2;2;0;16
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5316000;Leverkusen;X;59;0;0;0;0;0;0;3;8;11;3;14;5;3;8;10;12;12;3;0;45
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;1003000;Lübeck;M;249;2;0;2;1;1;6;20;40;60;28;94;27;25;52;47;39;12;3;2;155
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;1003000;Lübeck;W;62;2;1;2;0;0;5;1;0;1;12;18;4;7;11;11;12;7;2;1;44
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;1003000;Lübeck;X;311;4;1;4;1;1;11;21;40;61;40;112;31;32;63;58;51;19;5;3;199
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;7314000;Ludwigshafen am Rhein;M;69;0;0;0;0;0;0;2;5;7;5;12;5;1;6;11;19;16;4;1;57
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;7314000;Ludwigshafen am Rhein;W;37;0;0;0;0;0;0;0;0;0;4;4;1;3;4;8;9;10;2;0;33
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;7314000;Ludwigshafen am Rhein;X;106;0;0;0;0;0;0;2;5;7;9;16;6;4;10;19;28;26;6;1;90
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;15003000;Magdeburg;M;77;0;0;0;0;0;0;0;4;4;12;16;4;6;10;20;19;7;5;0;61
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;15003000;Magdeburg;W;31;0;0;0;0;0;0;0;1;1;2;3;2;1;3;3;12;7;2;1;28
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;15003000;Magdeburg;X;108;0;0;0;0;0;0;0;5;5;14;19;6;7;13;23;31;14;7;1;89
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;7315000;Mainz;M;121;0;0;0;0;0;0;3;12;15;13;28;5;15;20;23;25;18;7;0;93
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;7315000;Mainz;W;32;0;0;0;0;0;0;2;2;4;6;10;3;3;6;4;8;3;1;0;22
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;7315000;Mainz;X;153;0;0;0;0;0;0;5;14;19;19;38;8;18;26;27;33;21;8;0;115
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;8222000;Mannheim;M;329;0;0;0;0;1;1;6;42;48;34;83;26;31;57;83;74;20;9;3;246
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;8222000;Mannheim;W;69;0;0;0;0;0;0;0;14;14;7;21;7;3;10;12;12;7;4;3;48
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;8222000;Mannheim;X;398;0;0;0;0;1;1;6;56;62;41;104;33;34;67;95;86;27;13;6;294
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5170024;Moers;M;11;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;5;1;0;0;11
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5170024;Moers;W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5170024;Moers;X;12;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;6;1;0;0;12
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5116000;Mönchengladbach;M;74;2;0;0;0;0;2;2;11;13;13;28;4;5;9;13;20;4;0;0;46
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5116000;Mönchengladbach;W;23;1;2;1;1;1;6;1;2;3;2;11;1;1;2;2;5;2;1;0;12
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5116000;Mönchengladbach;X;97;3;2;1;1;1;8;3;13;16;15;39;5;6;11;15;25;6;1;0;58
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5117000;Mülheim an der Ruhr;M;13;0;0;0;0;0;0;0;1;1;0;1;2;0;2;8;2;0;0;0;12
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5117000;Mülheim an der Ruhr;W;4;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;0;0;0;4
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5117000;Mülheim an der Ruhr;X;17;0;0;0;0;0;0;0;1;1;0;1;4;0;4;10;2;0;0;0;16
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;9162000;München;M;10966;4;0;0;1;5;10;146;937;1083;2101;3194;1102;1214;2316;2343;2134;708;207;64;7772
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;9162000;München;W;2635;6;1;1;0;0;8;9;122;131;394;533;224;264;488;585;669;216;96;48;2102
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;9162000;München;X;13601;10;1;1;1;5;18;155;1059;1214;2495;3727;1326;1478;2804;2928;2803;924;303;112;9874
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5515000;Münster;M;343;0;0;0;0;2;2;24;59;83;42;127;22;29;51;72;70;19;3;1;216
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5515000;Münster;W;47;0;0;0;0;1;1;0;3;3;4;8;4;4;8;8;16;4;2;1;39
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5515000;Münster;X;390;0;0;0;0;3;3;24;62;86;46;135;26;33;59;80;86;23;5;2;255
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5162024;Neuss;M;32;0;0;0;0;0;0;0;4;4;6;10;1;4;5;7;8;2;0;0;22
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5162024;Neuss;W;7;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;2;3;0;0;7
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5162024;Neuss;X;39;0;0;0;0;0;0;0;4;4;6;10;2;5;7;7;10;5;0;0;29
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;9564000;Nürnberg;M;786;4;1;2;1;8;16;22;41;63;86;165;56;79;135;148;230;72;22;14;621
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;9564000;Nürnberg;W;223;0;0;0;2;4;6;6;11;17;18;41;16;14;30;33;54;31;21;13;182
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;9564000;Nürnberg;X;1009;4;1;2;3;12;22;28;52;80;104;206;72;93;165;181;284;103;43;27;803
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5119000;Oberhausen;M;60;0;0;0;0;0;0;1;3;4;4;8;5;5;10;9;25;8;0;0;52
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5119000;Oberhausen;W;24;0;0;0;0;0;0;0;0;0;2;2;3;2;5;7;6;4;0;0;22
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5119000;Oberhausen;X;84;0;0;0;0;0;0;1;3;4;6;10;8;7;15;16;31;12;0;0;74
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;6413000;Offenbach am Main;M;175;0;0;0;0;0;0;1;6;7;13;20;8;18;26;45;51;25;5;3;155
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;6413000;Offenbach am Main;W;69;0;0;0;0;1;1;0;0;0;1;2;6;11;17;10;19;14;5;2;67
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;6413000;Offenbach am Main;X;244;0;0;0;0;1;1;1;6;7;14;22;14;29;43;55;70;39;10;5;222
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;3403000;Oldenburg (Oldenburg);M;61;1;0;0;0;0;1;1;2;3;12;16;3;2;5;15;17;6;1;1;45
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;3403000;Oldenburg (Oldenburg);W;22;0;0;0;0;0;0;1;1;2;3;5;2;2;4;2;4;5;2;0;17
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;3403000;Oldenburg (Oldenburg);X;83;1;0;0;0;0;1;2;3;5;15;21;5;4;9;17;21;11;3;1;62
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;3404000;Osnabrück;M;138;0;0;0;0;0;0;8;14;22;22;44;8;11;19;27;37;5;3;3;94
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;3404000;Osnabrück;W;16;0;0;0;0;0;0;0;0;0;1;1;0;2;2;4;5;1;3;0;15
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;3404000;Osnabrück;X;154;0;0;0;0;0;0;8;14;22;23;45;8;13;21;31;42;6;6;3;109
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5774032;Paderborn;M;67;0;0;0;0;0;0;1;5;6;10;16;3;7;10;16;16;6;3;0;51
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5774032;Paderborn;W;6;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;1;0;0;6
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5774032;Paderborn;X;73;0;0;0;0;0;0;1;5;6;10;16;3;8;11;16;20;7;3;0;57
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;8231000;Pforzheim;M;20;0;0;0;0;0;0;0;1;1;0;1;4;3;7;4;3;5;0;0;19
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;8231000;Pforzheim;W;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;3
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;8231000;Pforzheim;X;23;0;0;0;0;0;0;0;1;1;0;1;4;3;7;5;4;6;0;0;22
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;12054000;Potsdam;M;27;0;0;0;0;0;0;1;1;2;1;3;3;1;4;4;11;2;2;1;24
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;12054000;Potsdam;W;6;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;3;1;1;0;5
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;12054000;Potsdam;X;33;0;1;0;0;0;1;1;1;2;1;4;3;1;4;4;14;3;3;1;29
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5562032;Recklinghausen;M;15;0;0;0;0;0;0;0;1;1;0;1;4;3;7;2;3;1;1;0;14
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5562032;Recklinghausen;W;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5562032;Recklinghausen;X;17;0;0;0;0;0;0;0;1;1;1;2;4;3;7;3;3;1;1;0;15
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;9362000;Regensburg;M;227;2;3;0;1;1;7;10;22;32;20;59;18;17;35;48;56;17;9;3;168
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;9362000;Regensburg;W;59;3;0;1;1;1;6;3;2;5;3;14;1;3;4;13;14;9;2;3;45
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;9362000;Regensburg;X;286;5;3;1;2;2;13;13;24;37;23;73;19;20;39;61;70;26;11;6;213
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5120000;Remscheid;M;4;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;1;3
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5120000;Remscheid;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5120000;Remscheid;X;4;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;1;3
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;8415061;Reutlingen;M;20;0;0;0;0;0;0;3;1;4;2;6;2;3;5;2;6;1;0;0;14
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;8415061;Reutlingen;W;11;0;0;0;0;1;1;1;1;2;0;3;0;0;0;1;4;3;0;0;8
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;8415061;Reutlingen;X;31;0;0;0;0;1;1;4;2;6;2;9;2;3;5;3;10;4;0;0;22
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;13003000;Rostock;M;471;14;3;3;2;4;26;9;20;29;29;84;35;28;63;101;142;52;23;6;387
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;13003000;Rostock;W;144;20;2;5;4;4;35;4;4;8;6;49;6;8;14;17;31;14;13;6;95
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;13003000;Rostock;X;615;34;5;8;6;8;61;13;24;37;35;133;41;36;77;118;173;66;36;12;482
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;10041100;Saarbrücken;M;1931;11;7;10;14;14;56;87;283;370;318;744;195;226;421;407;284;64;10;1;1187
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;10041100;Saarbrücken;W;363;2;7;8;5;6;28;12;29;41;63;132;31;50;81;65;54;21;8;2;231
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;10041100;Saarbrücken;X;2294;13;14;18;19;20;84;99;312;411;381;876;226;276;502;472;338;85;18;3;1418
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5122000;Solingen;M;7;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;1;1;0;0;7
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5122000;Solingen;W;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;3
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;5122000;Solingen;X;10;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;2;2;0;0;10
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;8111000;Stuttgart;M;1572;7;5;3;4;7;26;64;167;231;206;463;133;140;273;312;337;131;46;10;1109
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;8111000;Stuttgart;W;333;5;4;1;1;1;12;11;20;31;30;73;21;28;49;68;79;41;16;7;260
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;8111000;Stuttgart;X;1905;12;9;4;5;8;38;75;187;262;236;536;154;168;322;380;416;172;62;17;1369
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;7211000;Trier;M;4267;0;0;0;0;0;0;72;140;212;520;732;337;384;721;899;1171;489;200;55;3535
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;7211000;Trier;W;2164;0;0;0;0;0;0;55;70;125;201;326;141;146;287;424;627;279;146;75;1838
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;7211000;Trier;X;6431;0;0;0;0;0;0;127;210;337;721;1058;478;530;1008;1323;1798;768;346;130;5373
725000;Straftaten gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU;8421000;Ulm;M;370;0;0;0;1;2;3;13;52;65;64;132;31;38;69;70;76;17;5;1;238
