Schluessel;Straftat;Gemeindeschluessel;Stadt;Sexus;Tatverdaechtige insgesamt - Anzahl;Kinder bis unter 6 Jahre - Anzahl;Kinder 6 bis unter 8 Jahre Anzahl;Kinder 8 bis unter 10 Jahre - Anzahl;Kinder 10 bis unter 12 Jahre - Anzahl;Kinder 12 bis unter 14 Jahre - Anzahl;Kinder bis unter 14 Jahre insgesamt (Anzahl Spalte 7 bis 11);Jugendliche 14 bis unter 16 Jahre - Anzahl;Jugendliche 16 bis unter 18 Jahre - Anzahl;Jugendliche 14 bis unter 18 Jahre insgesamt (Anzahl Spalte 13 und 14);Heranwachsende 18 bis unter 21 Jahre - Anzahl;Tatverdaechtige insgesamt unter 21 Jahre (Anzahl Spalte 12, 15 und 16);Erwachsene 21 bis unter 23 Jahre - Anzahl;Erwachsene 23 bis unter 25 Jahre - Anzahl;Erwachsene 21 bis unter 25 Jahre (Anzahl Spalte 18 und 19);Erwachsene 25 bis unter 30 Jahre;Erwachsene 30 bis unter 40 Jahre;Erwachsene 40 bis unter 50 Jahre;Erwachsene 50 bis unter 60 Jahre;Erwachsene 60 Jahre und aelter;Erwachsene ab 21 Jahre (Anzahl Spalten 20 bis 25)
------;Straftaten insgesamt;13004000;Schwerin;M;4,237;40;29;51;64;93;277;158;166;324;410;1,011;287;309;596;592;1,004;547;272;215;3,226
------;Straftaten insgesamt;13004000;Schwerin;W;1,418;43;20;17;37;71;188;106;80;186;106;480;61;55;116;141;288;193;105;95;938
------;Straftaten insgesamt;13004000;Schwerin;X;5,655;83;49;68;101;164;465;264;246;510;516;1,491;348;364;712;733;1,292;740;377;310;4,164
------;Straftaten insgesamt;5970040;Siegen;M;2,984;3;7;7;30;70;117;140;199;339;272;728;187;195;382;393;637;444;255;145;2,256
------;Straftaten insgesamt;5970040;Siegen;W;1,045;0;3;3;16;66;88;123;78;201;71;360;49;41;90;98;202;135;85;75;685
------;Straftaten insgesamt;5970040;Siegen;X;4,029;3;10;10;46;136;205;263;277;540;343;1,088;236;236;472;491;839;579;340;220;2,941
------;Straftaten insgesamt;5122000;Solingen;M;3,463;1;3;12;42;99;157;180;162;342;268;767;162;127;289;396;759;559;399;294;2,696
------;Straftaten insgesamt;5122000;Solingen;W;1,266;1;0;8;14;54;77;56;48;104;80;261;65;59;124;124;287;223;135;112;1,005
------;Straftaten insgesamt;5122000;Solingen;X;4,729;2;3;20;56;153;234;236;210;446;348;1,028;227;186;413;520;1,046;782;534;406;3,701
------;Straftaten insgesamt;8111000;Stuttgart;M;19,617;11;31;59;130;299;530;671;1,056;1,727;1,722;3,979;1,371;1,477;2,848;3,235;4,425;2,616;1,537;977;15,638
------;Straftaten insgesamt;8111000;Stuttgart;W;5,688;11;8;21;53;200;293;347;324;671;516;1,480;324;313;637;647;1,075;836;543;470;4,208
------;Straftaten insgesamt;8111000;Stuttgart;X;25,305;22;39;80;183;499;823;1,018;1,380;2,398;2,238;5,459;1,695;1,790;3,485;3,882;5,500;3,452;2,080;1,447;19,846
------;Straftaten insgesamt;7211000;Trier;M;6,128;1;3;11;28;52;95;174;263;437;674;1,206;485;541;1,026;1,147;1,517;679;315;238;4,922
------;Straftaten insgesamt;7211000;Trier;W;1,808;0;0;3;7;62;72;136;66;202;142;416;98;101;199;255;424;229;161;124;1,392
------;Straftaten insgesamt;7211000;Trier;X;7,936;1;3;14;35;114;167;310;329;639;816;1,622;583;642;1,225;1,402;1,941;908;476;362;6,314
------;Straftaten insgesamt;8421000;Ulm;M;4,103;2;2;12;37;83;136;172;252;424;395;955;273;312;585;641;906;524;281;211;3,148
------;Straftaten insgesamt;8421000;Ulm;W;1,302;1;1;0;11;65;78;129;103;232;102;412;68;69;137;133;209;191;120;100;890
------;Straftaten insgesamt;8421000;Ulm;X;5,405;3;3;12;48;148;214;301;355;656;497;1,367;341;381;722;774;1,115;715;401;311;4,038
------;Straftaten insgesamt;6414000;Wiesbaden;M;6,557;0;6;19;59;126;210;293;322;615;553;1,378;344;355;699;790;1,402;1,108;732;448;5,179
------;Straftaten insgesamt;6414000;Wiesbaden;W;2,414;2;5;7;22;106;142;160;143;303;164;609;115;93;208;237;434;407;269;250;1,805
------;Straftaten insgesamt;6414000;Wiesbaden;X;8,971;2;11;26;81;232;352;453;465;918;717;1,987;459;448;907;1,027;1,836;1,515;1,001;698;6,984
------;Straftaten insgesamt;3103000;Wolfsburg;M;2,840;2;1;8;21;89;121;117;142;259;201;581;145;173;318;387;690;451;236;177;2,259
------;Straftaten insgesamt;3103000;Wolfsburg;W;950;1;1;1;12;58;73;73;58;131;87;291;43;46;89;96;206;125;86;57;659
------;Straftaten insgesamt;3103000;Wolfsburg;X;3,790;3;2;9;33;147;194;190;200;390;288;872;188;219;407;483;896;576;322;234;2,918
------;Straftaten insgesamt;5124000;Wuppertal;M;9,602;7;15;60;102;229;413;409;527;936;804;2,153;481;502;983;1,135;2,152;1,531;954;694;7,449
------;Straftaten insgesamt;5124000;Wuppertal;W;3,700;8;5;16;67;148;244;265;235;500;343;1,087;178;166;344;375;726;519;375;274;2,613
------;Straftaten insgesamt;5124000;Wuppertal;X;13,302;15;20;76;169;377;657;674;762;1,436;1,147;3,240;659;668;1,327;1,510;2,878;2,050;1,329;968;10,062
------;Straftaten insgesamt;9663000;Würzburg;M;4,280;5;4;6;32;52;99;121;257;378;505;982;375;344;719;689;874;516;303;197;3,298
------;Straftaten insgesamt;9663000;Würzburg;W;1,126;0;0;2;14;39;55;74;76;150;120;325;64;61;125;126;190;145;115;100;801
------;Straftaten insgesamt;9663000;Würzburg;X;5,406;5;4;8;46;91;154;195;333;528;625;1,307;439;405;844;815;1,064;661;418;297;4,099
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5334002;Aachen;M;41;0;0;0;0;0;0;0;2;2;10;12;3;5;8;5;9;4;3;0;29
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5334002;Aachen;W;2;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;1
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5334002;Aachen;X;43;0;0;0;0;0;0;0;3;3;10;13;3;5;8;6;9;4;3;0;30
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9761000;Augsburg;M;37;0;0;0;0;1;1;2;6;8;6;15;2;2;4;5;11;1;1;0;22
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9761000;Augsburg;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9761000;Augsburg;X;37;0;0;0;0;1;1;2;6;8;6;15;2;2;4;5;11;1;1;0;22
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5378004;Bergisch Gladbach;M;10;0;0;0;0;0;0;0;1;1;0;1;1;1;2;3;1;1;2;0;9
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5378004;Bergisch Gladbach;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5378004;Bergisch Gladbach;X;10;0;0;0;0;0;0;0;1;1;0;1;1;1;2;3;1;1;2;0;9
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;11000000;Berlin;M;770;0;0;1;3;6;10;47;38;85;75;170;50;52;102;118;178;108;65;29;600
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;11000000;Berlin;W;15;0;0;0;0;0;0;1;0;1;0;1;1;2;3;3;2;3;3;0;14
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;11000000;Berlin;X;785;0;0;1;3;6;10;48;38;86;75;171;51;54;105;121;180;111;68;29;614
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5711000;Bielefeld;M;70;0;0;0;0;0;0;0;6;6;2;8;8;6;14;15;19;5;7;2;62
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5711000;Bielefeld;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5711000;Bielefeld;X;70;0;0;0;0;0;0;0;6;6;2;8;8;6;14;15;19;5;7;2;62
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5911000;Bochum;M;48;0;0;0;3;1;4;4;2;6;7;17;5;6;11;6;7;4;2;1;31
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5911000;Bochum;W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5911000;Bochum;X;49;0;0;0;3;1;4;4;2;6;7;17;5;6;11;6;7;5;2;1;32
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5314000;Bonn;M;47;0;0;0;0;0;0;2;1;3;4;7;2;2;4;12;13;7;1;3;40
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5314000;Bonn;W;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5314000;Bonn;X;48;0;0;0;0;0;0;3;1;4;4;8;2;2;4;12;13;7;1;3;40
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5512000;Bottrop;M;20;0;0;0;0;0;0;1;5;6;1;7;2;2;4;4;2;1;1;1;13
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5512000;Bottrop;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5512000;Bottrop;X;20;0;0;0;0;0;0;1;5;6;1;7;2;2;4;4;2;1;1;1;13
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3101000;Braunschweig;M;57;0;0;0;0;1;1;3;5;8;5;14;4;1;5;8;17;7;5;1;43
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3101000;Braunschweig;W;4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;0;0;0;4
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3101000;Braunschweig;X;61;0;0;0;0;1;1;3;5;8;5;14;4;2;6;8;20;7;5;1;47
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;4011000;Bremen;M;99;0;0;0;0;0;0;5;4;9;7;16;4;8;12;17;27;17;8;2;83
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;4011000;Bremen;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;4011000;Bremen;X;99;0;0;0;0;0;0;5;4;9;7;16;4;8;12;17;27;17;8;2;83
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;4012000;Bremerhaven;M;29;1;0;0;0;0;1;0;3;3;2;6;2;2;4;9;6;2;2;0;23
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;4012000;Bremerhaven;W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;4012000;Bremerhaven;X;30;1;0;0;0;0;1;0;3;3;2;6;2;2;4;9;7;2;2;0;24
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;14511000;Chemnitz;M;23;0;0;0;0;0;0;2;3;5;2;7;3;2;5;3;4;2;1;1;16
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;14511000;Chemnitz;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;14511000;Chemnitz;X;23;0;0;0;0;0;0;2;3;5;2;7;3;2;5;3;4;2;1;1;16
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;6411000;Darmstadt;M;30;0;0;0;0;0;0;1;3;4;3;7;4;1;5;4;10;4;0;0;23
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;6411000;Darmstadt;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;6411000;Darmstadt;X;30;0;0;0;0;0;0;1;3;4;3;7;4;1;5;4;10;4;0;0;23
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5913000;Dortmund;M;130;0;0;0;0;2;2;6;6;12;6;20;5;12;17;26;33;21;8;5;110
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5913000;Dortmund;W;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5913000;Dortmund;X;131;0;0;0;0;2;2;6;6;12;7;21;5;12;17;26;33;21;8;5;110
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;14612000;Dresden;M;63;0;0;0;0;0;0;2;4;6;7;13;8;3;11;13;15;9;1;1;50
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;14612000;Dresden;W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;14612000;Dresden;X;64;0;0;0;0;0;0;2;4;6;7;13;8;3;11;13;15;9;2;1;51
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5112000;Duisburg;M;90;0;0;0;0;1;1;5;7;12;3;16;7;7;14;14;23;14;8;1;74
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5112000;Duisburg;W;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5112000;Duisburg;X;92;0;0;0;0;1;1;5;7;12;3;16;7;7;14;15;24;14;8;1;76
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5111000;Düsseldorf;M;139;0;0;1;0;0;1;4;7;11;18;30;8;5;13;25;29;25;13;4;109
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5111000;Düsseldorf;W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
