Schluessel;Straftat;Gemeindeschluessel;Stadt;Anzahl erfasste Faelle;Haeufigkeitszahl;erfasse Faelle, davon Versuche - Anzahl;erfasste Faelle, davon Versuche - Anteil in %;mit Schusswaffe gedroht;mit Schusswaffe geschossen;Aufkaerung - Anzahl Faelle;Aufklaerungsquote;Tatverdaechtige insgesamt;Tatverdaechtige - maennlich;Tatverdaechtige - weiblich;Nichtdeutsche Tatverdaechtige - Anzahl;Nichtdeutsche Tatverdaechtige - Anteil in % an Gesamtzahl;
219000;Raubüberfälle in Wohnungen;8421000;Ulm;3;2.3;1;33.3;0;0;3;100;6;6;0;2;33.3;828026
219000;Raubüberfälle in Wohnungen;6414000;Wiesbaden;8;2.8;1;12.5;0;0;8;100;11;10;1;5;45.5;828026
219000;Raubüberfälle in Wohnungen;3103000;Wolfsburg;1;0.8;1;100;0;0;1;100;1;1;0;0;0;828026
219000;Raubüberfälle in Wohnungen;5124000;Wuppertal;20;5.6;5;25;1;0;16;80;20;18;2;12;60;828026
219000;Raubüberfälle in Wohnungen;9663000;Würzburg;1;0.8;0;0;0;0;1;100;3;3;0;0;0;828026
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5334002;Aachen;633;251.1;101;16;2;4;479;75.7;625;515;110;316;50.6;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;9761000;Augsburg;785;260.8;171;21.8;0;6;630;80.3;812;658;154;382;47;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5378004;Bergisch Gladbach;181;160.6;37;20.4;1;3;157;86.7;199;161;38;77;38.7;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;11000000;Berlin;12,610;335.8;2,477;19.6;16;83;8,821;70;10,656;8,690;1,966;5,219;49;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5711000;Bielefeld;867;256.3;197;22.7;5;5;575;66.3;696;603;93;345;49.6;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5911000;Bochum;885;242;140;15.8;1;1;645;72.9;836;677;159;309;37;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5314000;Bonn;1,553;461.6;165;10.6;2;1;1,335;86;907;717;190;368;40.6;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5512000;Bottrop;231;195.6;24;10.4;0;0;180;77.9;245;200;45;95;38.8;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;3101000;Braunschweig;664;263.7;89;13.4;1;0;522;78.6;578;485;93;184;31.8;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;4011000;Bremen;2,544;446.8;328;12.9;0;8;1,714;67.4;2,037;1,693;344;1,017;49.9;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;4012000;Bremerhaven;447;387.1;37;8.3;0;1;352;78.7;440;359;81;169;38.4;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;14511000;Chemnitz;626;251.8;75;12;0;3;498;79.6;611;515;96;325;53.2;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;6411000;Darmstadt;448;276.1;47;10.5;0;0;333;74.3;424;320;104;238;56.1;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5913000;Dortmund;2,402;404.8;492;20.5;8;7;1,671;69.6;2,002;1,608;394;874;43.7;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;14612000;Dresden;1,245;221;188;15.1;2;6;990;79.5;1,174;995;179;526;44.8;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5112000;Duisburg;1,419;282.6;222;15.6;1;4;1,081;76.2;1,373;1,079;294;583;42.5;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5111000;Düsseldorf;1,773;281.9;272;15.3;0;5;1,332;75.1;1,762;1,431;331;794;45.1;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;16051000;Erfurt;541;251.7;115;21.3;0;0;404;74.7;514;412;102;201;39.1;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;9562000;Erlangen;154;132.1;24;15.6;0;0;131;85.1;171;139;32;58;33.9;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5113000;Essen;1,621;277.3;251;15.5;4;4;1,227;75.7;1,561;1,204;357;637;40.8;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;6412000;Frankfurt am Main;2,976;385;378;12.7;2;14;2,091;70.3;2,522;2,076;446;1,418;56.2;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;8311000;Freiburg im Breisgau;559;236.7;94;16.8;0;1;446;79.8;598;517;81;322;53.8;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;9563000;Fürth;193;146.8;23;11.9;2;1;168;87;240;182;58;115;47.9;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5513000;Gelsenkirchen;792;301.1;113;14.3;2;3;612;77.3;843;670;173;368;43.7;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;3159016;Göttingen;357;300.1;63;17.6;0;0;306;85.7;386;303;83;139;36;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5754008;Gütersloh;194;189.5;40;20.6;0;1;160;82.5;185;146;39;86;46.5;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5914000;Hagen;530;279.3;88;16.6;0;3;424;80;601;470;131;285;47.4;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;15002000;Halle (Saale);910;375.9;166;18.2;0;1;667;73.3;795;674;121;335;42.1;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;2000000;Hamburg;5,867;310.1;734;12.5;5;17;4,291;73.1;5,565;4,485;1,080;2,665;47.9;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5915000;Hamm;507;280.3;85;16.8;0;6;432;85.2;522;440;82;212;40.6;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;6435014;Hanau;185;182.5;16;8.6;1;1;156;84.3;207;154;53;107;51.7;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;3241001;Hannover;2,317;425.1;300;12.9;3;6;1,743;75.2;2,191;1,827;364;1,063;48.5;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;8221000;Heidelberg;409;252;54;13.2;0;0;321;78.5;422;357;65;239;56.6;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;8121000;Heilbronn;379;295.3;32;8.4;0;1;309;81.5;427;334;93;260;60.9;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5916000;Herne;342;217.3;61;17.8;1;2;288;84.2;360;286;74;167;46.4;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;3254021;Hildesheim;268;263.1;41;15.3;1;2;220;82.1;254;187;67;111;43.7;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;9161000;Ingolstadt;351;248.9;75;21.4;0;0;288;82.1;342;279;63;182;53.2;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;16053000;Jena;179;161;28;15.6;0;0;121;67.6;156;143;13;55;35.3;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;7312000;Kaiserslautern;357;352.7;70;19.6;0;1;274;76.8;321;263;58;105;32.7;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;8212000;Karlsruhe;644;208.6;86;13.4;1;1;542;84.2;692;580;112;313;45.2;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;6611000;Kassel;801;392.3;97;12.1;1;6;628;78.4;721;601;120;392;54.4;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;1002000;Kiel;629;253.9;55;8.7;1;1;492;78.2;641;541;100;224;34.9;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;7111000;Koblenz;334;289.8;59;17.7;0;2;265;79.3;365;302;63;135;37;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5315000;Köln;4,046;373;653;16.1;5;11;2,915;72;3,772;3,060;712;1,665;44.1;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5114000;Krefeld;534;233.8;63;11.8;1;3;399;74.7;547;418;129;241;44.1;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;14713000;Leipzig;1,745;283.2;259;14.8;2;5;1,252;71.7;1,493;1,266;227;683;45.7;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5316000;Leverkusen;327;197.3;106;32.4;0;1;233;71.3;296;228;68;116;39.2;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;1003000;Lübeck;608;278.8;99;16.3;1;5;483;79.4;606;493;113;174;28.7;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;7314000;Ludwigshafen am Rhein;581;333.4;67;11.5;0;4;465;80;623;512;111;290;46.5;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;15003000;Magdeburg;873;364.7;151;17.3;2;7;674;77.2;735;570;165;239;32.5;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;7315000;Mainz;514;233.1;64;12.5;1;4;393;76.5;477;407;70;217;45.5;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;8222000;Mannheim;704;223.1;61;8.7;1;2;506;71.9;671;555;116;328;48.9;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5170024;Moers;202;191.9;32;15.8;0;1;157;77.7;203;165;38;65;32;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5116000;Mönchengladbach;795;296.1;116;14.6;4;1;628;79;776;635;141;341;43.9;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5117000;Mülheim an der Ruhr;319;185;70;21.9;3;2;270;84.6;347;279;68;182;52.4;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;9162000;München;3,445;227.8;591;17.2;2;11;2,722;79;3,571;2,886;685;1,945;54.5;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5515000;Münster;793;247.1;146;18.4;4;4;591;74.5;680;573;107;282;41.5;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5162024;Neuss;353;229;62;17.6;0;2;286;81;347;281;66;138;39.8;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;9564000;Nürnberg;1,337;255.6;203;15.2;3;9;1,104;82.6;1,395;1,106;289;701;50.3;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5119000;Oberhausen;485;230;67;13.8;0;3;373;76.9;508;408;100;207;40.7;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;6413000;Offenbach am Main;260;193.8;17;6.5;1;2;218;83.8;317;255;62;177;55.8;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;3403000;Oldenburg (Oldenburg);349;201.9;36;10.3;1;5;286;81.9;370;305;65;118;31.9;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;3404000;Osnabrück;596;356.1;60;10.1;0;3;479;80.4;630;535;95;281;44.6;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5774032;Paderborn;416;268.8;75;18;1;1;302;72.6;376;319;57;157;41.8;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;8231000;Pforzheim;380;297.2;46;12.1;1;1;304;80;410;338;72;226;55.1;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;12054000;Potsdam;262;141;45;17.2;0;2;198;75.6;281;235;46;117;41.6;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5562032;Recklinghausen;253;226.4;41;16.2;1;2;213;84.2;271;201;70;95;35.1;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;9362000;Regensburg;416;264.2;63;15.1;1;2;328;78.8;420;347;73;241;57.4;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5120000;Remscheid;204;181.2;44;21.6;1;2;170;83.3;232;179;53;90;38.8;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;8415061;Reutlingen;302;256.9;57;18.9;2;1;252;83.4;290;224;66;124;42.8;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;13003000;Rostock, Hanse- und Universitätsstadt;530;252.5;80;15.1;0;2;412;77.7;486;398;88;106;21.8;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;10041100;Saarbrücken;666;366;83;12.5;2;2;489;73.4;640;531;109;287;44.8;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;3102000;Salzgitter;236;225.7;24;10.2;2;1;212;89.8;287;218;69;162;56.4;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;13004000;Schwerin;390;407.9;62;15.9;0;0;336;86.2;390;354;36;155;39.7;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5970040;Siegen;285;277.9;46;16.1;2;4;232;81.4;295;244;51;119;40.3;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5122000;Solingen;345;214.8;69;20;0;1;283;82;357;284;73;136;38.1;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;8111000;Stuttgart;1,737;274.5;337;19.4;0;1;1,204;69.3;1,654;1,386;268;903;54.6;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;7211000;Trier;287;255.8;44;15.3;0;0;227;79.1;259;208;51;116;44.8;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;8421000;Ulm;311;241.2;37;11.9;0;1;241;77.5;346;275;71;178;51.4;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;6414000;Wiesbaden;718;253.6;92;12.8;0;2;591;82.3;736;609;127;324;44;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;3103000;Wolfsburg;242;192.1;19;7.9;0;0;189;78.1;211;173;38;78;37;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;5124000;Wuppertal;997;277.8;182;18.3;2;6;828;83;995;783;212;482;48.4;836666
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB ;9663000;Würzburg;309;241.8;41;13.3;0;1;248;80.3;310;258;52;130;41.9;836666
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5334002;Aachen;1,773;703.2;146;8.2;0;0;1,539;86.8;1,443;1,122;321;555;38.5;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9761000;Augsburg;2,417;802.9;202;8.4;2;0;2,223;92;1,842;1,487;355;794;43.1;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5378004;Bergisch Gladbach;568;503.9;91;16;0;0;527;92.8;510;385;125;188;36.9;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;11000000;Berlin;33,319;887.3;2,718;8.2;2;0;28,123;84.4;22,913;17,843;5,070;9,584;41.8;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5711000;Bielefeld;1,736;513.1;113;6.5;2;0;1,500;86.4;1,421;1,135;286;546;38.4;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5911000;Bochum;2,364;646.4;180;7.6;1;0;2,056;87;1,937;1,530;407;632;32.6;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5314000;Bonn;2,593;770.7;305;11.8;0;0;2,245;86.6;2,003;1,510;493;755;37.7;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5512000;Bottrop;544;460.6;41;7.5;0;0;464;85.3;467;373;94;148;31.7;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3101000;Braunschweig;1,820;722.8;73;4;1;0;1,641;90.2;1,469;1,146;323;424;28.9;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;4011000;Bremen;5,344;938.5;268;5;0;0;4,518;84.5;3,868;3,131;737;1,598;41.3;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;4012000;Bremerhaven;1,214;1,051.40;36;3;0;0;1,100;90.6;897;704;193;316;35.2;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;14511000;Chemnitz;1,268;510.1;44;3.5;0;0;1,105;87.1;960;776;184;352;36.7;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6411000;Darmstadt;806;496.8;28;3.5;0;0;715;88.7;660;520;140;301;45.6;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5913000;Dortmund;4,750;800.6;350;7.4;11;0;4,106;86.4;3,705;2,871;834;1,404;37.9;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;14612000;Dresden;2,853;506.5;118;4.1;1;0;2,500;87.6;2,166;1,746;420;688;31.8;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5112000;Duisburg;3,304;657.9;196;5.9;1;0;2,833;85.7;2,739;2,105;634;1,089;39.8;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5111000;Düsseldorf;4,371;694.9;323;7.4;5;0;3,729;85.3;3,510;2,815;695;1,476;42.1;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;16051000;Erfurt;1,936;900.6;164;8.5;0;0;1,674;86.5;1,366;1,064;302;397;29.1;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9562000;Erlangen;442;379.2;28;6.3;0;0;414;93.7;373;297;76;128;34.3;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5113000;Essen;3,375;577.3;280;8.3;4;0;2,934;86.9;2,796;2,158;638;1,028;36.8;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6412000;Frankfurt am Main;4,987;645.1;166;3.3;2;0;4,356;87.3;3,978;3,209;769;1,983;49.8;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8311000;Freiburg im Breisgau;1,927;816;133;6.9;0;0;1,748;90.7;1,536;1,231;305;706;46;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9563000;Fürth;578;439.8;27;4.7;0;0;534;92.4;477;372;105;212;44.4;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5513000;Gelsenkirchen;2,201;836.9;91;4.1;3;0;1,954;88.8;1,845;1,415;430;755;40.9;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3159016;Göttingen;975;819.7;73;7.5;0;0;874;89.6;745;568;177;251;33.7;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5754008;Gütersloh;484;472.7;51;10.5;1;0;432;89.3;417;329;88;163;39.1;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5914000;Hagen;1,395;735.1;125;9;1;0;1,258;90.2;1,186;922;264;507;42.7;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;15002000;Halle (Saale);2,505;1,034.80;188;7.5;0;0;2,128;85;1,718;1,298;420;527;30.7;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;2000000;Hamburg;16,302;861.6;626;3.8;6;0;13,709;84.1;11,765;9,335;2,430;5,224;44.4;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5915000;Hamm;1,322;731;123;9.3;0;0;1,207;91.3;1,116;886;230;431;38.6;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6435014;Hanau;458;451.8;10;2.2;1;0;425;92.8;405;326;79;198;48.9;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3241001;Hannover;5,536;1,015.70;352;6.4;2;0;4,798;86.7;4,242;3,286;956;1,782;42;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8221000;Heidelberg;958;590.4;42;4.4;0;0;839;87.6;777;656;121;363;46.7;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8121000;Heilbronn;938;730.9;21;2.2;1;0;862;91.9;810;637;173;423;52.2;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5916000;Herne;1,308;831.2;108;8.3;0;0;1,179;90.1;1,068;833;235;397;37.2;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3254021;Hildesheim;732;718.6;40;5.5;0;0;658;89.9;574;414;160;187;32.6;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9161000;Ingolstadt;963;682.8;95;9.9;0;0;867;90;744;583;161;334;44.9;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;16053000;Jena;474;426.3;26;5.5;0;0;401;84.6;349;287;62;107;30.7;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7312000;Kaiserslautern;1,082;1,068.90;113;10.4;0;0;982;90.8;838;635;203;218;26;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8212000;Karlsruhe;1,502;486.5;95;6.3;0;0;1,369;91.1;1,258;983;275;523;41.6;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6611000;Kassel;1,526;747.3;56;3.7;2;0;1,368;89.6;1,182;944;238;491;41.5;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;1002000;Kiel;1,670;674.2;58;3.5;0;0;1,459;87.4;1,377;1,086;291;422;30.6;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7111000;Koblenz;894;775.6;69;7.7;0;0;806;90.2;760;578;182;250;32.9;840122
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5315000;Köln;9,529;878.4;652;6.8;7;0;8,008;84;7,230;5,791;1,439;2,942;40.7;840122
